file,class,method,variable,usage
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEs/0,TASK_EXECUTOR_REGISTRATION_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEs/0,TASK_EXECUTOR_REGISTRATION_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,MACHINE_DEFINITION_2,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,CONTAINER_DEF_ID_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,CONTAINER_DEF_ID_3,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,CONTAINER_DEF_ID_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,resourceClusterActor,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobSingleStage/0,resourceCluster,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,checkForDisabledExecutorsInterval,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,propertiesLoader,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,rpcService,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,jobMessageRouter,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,resourceClusterActor,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,CLUSTER_ID,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,heartbeatTimeout,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,mantisJobStore,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,assignmentTimeout,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupActor/0,resourceCluster,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,MACHINE_DEFINITION_2,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,CONTAINER_DEF_ID_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,CONTAINER_DEF_ID_3,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,MACHINE_DEFINITION_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,CONTAINER_DEF_ID_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,resourceClusterActor,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithAllocationAttributesWithPendingJobMultiStageOnlyOneAvailable/0,resourceCluster,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,teardown/0,actorSystem,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupRpcService/0,rpcService,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupRpcService/0,jobMessageRouter,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupRpcService/0,TASK_EXECUTOR_ADDRESS,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupRpcService/0,mantisJobStore,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,setupRpcService/0,gateway,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,MACHINE_DEFINITION_2,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,CONTAINER_DEF_ID_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,CONTAINER_DEF_ID_3,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,MACHINE_DEFINITION_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,CONTAINER_DEF_ID_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,resourceClusterActor,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndAllocation/0,resourceCluster,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,MACHINE_DEFINITION_2,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,MACHINE_DEFINITION_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,HOST_NAME,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,TASK_EXECUTOR_ADDRESS,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,CLUSTER_ID,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTEsWithSizeName/0,WORKER_PORTS,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,CONTAINER_DEF_ID_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,CONTAINER_DEF_ID_3,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,CONTAINER_DEF_ID_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,resourceClusterActor,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeName/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,MACHINE_DEFINITION_2,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,CONTAINER_DEF_ID_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,CONTAINER_DEF_ID_3,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,MACHINE_DEFINITION_1,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,CONTAINER_DEF_ID_2,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,resourceClusterActor,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,actorSystem,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,testGetTaskExecutorsUsage_WithSizeNameAndPending/0,resourceCluster,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTE/1[io.mantisrx.master.resourcecluster.TaskExecutorRegistration],CLUSTER_ID,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-control-plane\mantis-control-plane-server\src\test\java\io\mantisrx\master\resourcecluster\ResourceClusterActorClusterUsageAkkaTest.java,io.mantisrx.master.resourcecluster.ResourceClusterActorClusterUsageAkkaTest,registerTE/1[io.mantisrx.master.resourcecluster.TaskExecutorRegistration],resourceCluster,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,call/1[java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>],slottingStrategy,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,call/1[java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>],endpoint,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,call/1[java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>],subReference,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,call/1[java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>],connection,2
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,call/1[java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>],serverMetrics,1
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,"WriteBytesObserver/5[io.reactivex.mantis.remote.observable.ObservableConnection<io.reactivex.mantis.remote.observable.RemoteRxEvent,java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>>,io.reactivex.mantis.remote.observable.MutableReference<io.reactivex.mantis.remote.observable.Subscription>,io.reactivex.mantis.remote.observable.RxMetrics,io.reactivex.mantis.remote.observable.slotting.SlottingStrategy<T>,io.reactivex.mantis.remote.observable.WritableEndpoint<T>]",slottingStrategy,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,"WriteBytesObserver/5[io.reactivex.mantis.remote.observable.ObservableConnection<io.reactivex.mantis.remote.observable.RemoteRxEvent,java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>>,io.reactivex.mantis.remote.observable.MutableReference<io.reactivex.mantis.remote.observable.Subscription>,io.reactivex.mantis.remote.observable.RxMetrics,io.reactivex.mantis.remote.observable.slotting.SlottingStrategy<T>,io.reactivex.mantis.remote.observable.WritableEndpoint<T>]",endpoint,3
E:\Desktop\Courses\OOP\March 2024\Week 2\mantis-master\mantis-remote-observable\src\main\java\io\reactivex\mantis\remote\observable\WriteBytesObserver.java,io.reactivex.mantis.remote.observable.WriteBytesObserver,"WriteBytesObserver/5[io.reactivex.mantis.remote.observable.ObservableConnection<io.reactivex.mantis.remote.observable.RemoteRxEvent,java.util.List<io.reactivex.mantis.remote.observable.RemoteRxEvent>>,io.reactivex.mantis.remote.observable.MutableReference<io.reactivex.mantis.remote.observable.Subscription>,io.reactivex.mantis.remote.observable.RxMetrics,io.reactivex.mantis.remote.observable.slotting.SlottingStrategy<T>,io.reactivex.mantis.remote.observable.WritableEndpoint<T>]",subReference,3
